Code	EconomicType	FgTitle	StateTitle	LgTitle	ACCOUNT TYPE	LEVEL	TYPE
24010408	Expenditures	DEPRECIATION CHARGES - BICYCLE	DEPRECIATION CHARGES - BICYCLE	DEPRECIATION CHARGES - BICYCLE	EXPENDITURE	5	DETAIL
240105	Expenditures	DEPRECIATION CHARGES - OFFICE EQUIPMENT - GENERAL	DEPRECIATION CHARGES - OFFICE EQUIPMENT - GENERAL	DEPRECIATION CHARGES - OFFICE EQUIPMENT - GENERAL	EXPENDITURE	4	GENERAL
24010501	Expenditures	DEPRECIATION CHARGES - COMPUTERS	DEPRECIATION CHARGES - COMPUTERS	DEPRECIATION CHARGES - COMPUTERS	EXPENDITURE	5	DETAIL
24010502	Expenditures	DEPRECIATION CHARGES - PRINTERS	DEPRECIATION CHARGES - PRINTERS	DEPRECIATION CHARGES - PRINTERS	EXPENDITURE	5	DETAIL
24010503	Expenditures	DEPRECIATION CHARGES - SCANNERS	DEPRECIATION CHARGES - SCANNERS	DEPRECIATION CHARGES - SCANNERS	EXPENDITURE	5	DETAIL
24010504	Expenditures	DEPRECIATION CHARGES - FAX MACHINE	DEPRECIATION CHARGES - FAX MACHINE	DEPRECIATION CHARGES - FAX MACHINE	EXPENDITURE	5	DETAIL
24010505	Expenditures	DEPRECIATION CHARGES - PHOTOCOPIERS	DEPRECIATION CHARGES - PHOTOCOPIERS	DEPRECIATION CHARGES - PHOTOCOPIERS	EXPENDITURE	5	DETAIL
24010506	Expenditures	DEPRECIATION CHARGES - TYPE-WRITERS	DEPRECIATION CHARGES - TYPE-WRITERS	DEPRECIATION CHARGES - TYPE-WRITERS	EXPENDITURE	5	DETAIL
24010507	Expenditures	DEPRECIATION CHARGES - SHREDDING MACHINES	DEPRECIATION CHARGES - SHREDDING MACHINES	DEPRECIATION CHARGES - SHREDDING MACHINES	EXPENDITURE	5	DETAIL
24010508	Expenditures	DEPRECIATION CHARGES - PROJECTORS	DEPRECIATION CHARGES - PROJECTORS	DEPRECIATION CHARGES - PROJECTORS	EXPENDITURE	5	DETAIL
24010509	Expenditures	DEPRECIATION CHARGES - BINDING EQUIPMENT	DEPRECIATION CHARGES - BINDING EQUIPMENT	DEPRECIATION CHARGES - BINDING EQUIPMENT	EXPENDITURE	5	DETAIL
240106	Expenditures	DEPRECIATION CHARGES - FURNITURE & FITTINGS - GENERAL	DEPRECIATION CHARGES - FURNITURE & FITTINGS - GENERAL	DEPRECIATION CHARGES - FURNITURE & FITTINGS - GENERAL	EXPENDITURE	4	GENERAL
24010601	Expenditures	DEPRECIATION CHARGES - CHAIRS	DEPRECIATION CHARGES - CHAIRS	DEPRECIATION CHARGES - CHAIRS	EXPENDITURE	5	DETAIL
24010602	Expenditures	DEPRECIATION CHARGES - TABLES	DEPRECIATION CHARGES - TABLES	DEPRECIATION CHARGES - TABLES	EXPENDITURE	5	DETAIL
24010603	Expenditures	DEPRECIATION CHARGES - FILE CABINETS/ CUPBOARDS	DEPRECIATION CHARGES - FILE CABINETS/ CUPBOARDS	DEPRECIATION CHARGES - FILE CABINETS/ CUPBOARDS	EXPENDITURE	5	DETAIL
24010604	Expenditures	DEPRECIATION CHARGES - TELEVISION SETS	DEPRECIATION CHARGES - TELEVISION SETS	DEPRECIATION CHARGES - TELEVISION SETS			
24010605	Expenditures	DEPRECIATION CHARGES - RADIO SETS	DEPRECIATION CHARGES - RADIO SETS	DEPRECIATION CHARGES - RADIO SETS			
24010606	Expenditures	DEPRECIATION CHARGES - AIR -CONDITIONER	DEPRECIATION CHARGES - AIR -CONDITIONER	DEPRECIATION CHARGES - AIR -CONDITIONER			
24010607	Expenditures	DEPRECIATION CHARGES - STOOLS	DEPRECIATION CHARGES - STOOLS	DEPRECIATION CHARGES - STOOLS	EXPENDITURE	5	DETAIL
24010608	Expenditures	DEPRECIATION CHARGES - SHELVES	DEPRECIATION CHARGES - SHELVES	DEPRECIATION CHARGES - SHELVES	EXPENDITURE	5	DETAIL
24010609	Expenditures	DEPRECIATION CHARGES - CEILING FANS	DEPRECIATION CHARGES - CEILING FANS	DEPRECIATION CHARGES - CEILING FANS	EXPENDITURE	5	DETAIL
24010610	Expenditures	DEPRECIATION CHARGES - REFRIGERATORS	DEPRECIATION CHARGES - REFRIGERATORS	DEPRECIATION CHARGES - REFRIGERATORS			
240107	Expenditures	DEPRECIATION CHARGES - SERVICE CONCESSION ASSETS	DEPRECIATION CHARGES - SERVICE CONCESSION ASSETS	DEPRECIATION CHARGES - SERVICE CONCESSION ASSETS			
24010701	Expenditures	DEPRECIATION CHARGES - SERVICE CONCESSION ASSETS (PPE)	DEPRECIATION CHARGES - SERVICE CONCESSION ASSETS (PPE)	DEPRECIATION CHARGES - SERVICE CONCESSION ASSETS (PPE)			
240108	Expenditures	DEPRECIATION CHARGES - LEASED ASSETS-FINANCE LEASE	DEPRECIATION CHARGES - LEASED ASSETS-FINANCE LEASE	DEPRECIATION CHARGES - LEASED ASSETS-FINANCE LEASE			
24010801	Expenditures	LEASED ASSETS	LEASED ASSETS	LEASED ASSETS			
240109	Expenditures	DEPRECIATION CHARGES - SPECIALISED ASSETS	DEPRECIATION CHARGES - SPECIALISED ASSETS	DEPRECIATION CHARGES - SPECIALISED ASSETS			
24010901	Expenditures	DEPRECIATION CHARGES - MILITARY EQUIPMENTS	DEPRECIATION CHARGES - MILITARY EQUIPMENTS	DEPRECIATION CHARGES - MILITARY EQUIPMENTS			
24010902	Expenditures	DEPRECIATION CHARGES - POLICE/PARA-MILITARY EQUIPMENTS	DEPRECIATION CHARGES - POLICE/PARA-MILITARY EQUIPMENTS	DEPRECIATION CHARGES - POLICE/PARA-MILITARY EQUIPMENTS			
24010903	Expenditures					
24010904	Expenditures	DEPRECIATION CHARGES - LABORATORY/MEDICAL EQUIPMENTS	DEPRECIATION CHARGES - LABORATORY/MEDICAL EQUIPMENTS	DEPRECIATION CHARGES - LABORATORY/MEDICAL EQUIPMENTS			
2402	Expenditures	DEPRECIATION CHARGES - INVESTMENT PROPERTY	DEPRECIATION CHARGES - INVESTMENT PROPERTY	DEPRECIATION CHARGES - INVESTMENT PROPERTY	EXPENDITURE	3	GENERAL
240201	Expenditures	DEPRECIATION CHARGES -  INVESTMENT PROPERTY - LAND & BUILDING - GENERAL	DEPRECIATION CHARGES -  INVESTMENT - LAND & BUILDING - GENERAL	DEPRECIATION CHARGES -  INVESTMENT - LAND & BUILDING - GENERAL	EXPENDITURE	4	GENERAL
24020101	Expenditures	DEPRECIATION CHARGES -  INVESTMENT PROPERTY - LAND & BUILDINGS - OFFICE	DEPRECIATION CHARGES -  INVESTMENT - LAND & BUILDINGS - OFFICE	DEPRECIATION CHARGES -  INVESTMENT - LAND & BUILDINGS - OFFICE	EXPENDITURE	5	DETAIL
24020102	Expenditures	DEPRECIATION CHARGES -  INVESTMENT PROPERTY - LAND & BUILDINGS - RESIDENTIAL	DEPRECIATION CHARGES -  INVESTMENT - LAND & BUILDINGS - RESIDENTIAL	DEPRECIATION CHARGES -  INVESTMENT - LAND & BUILDINGS - RESIDENTIAL	EXPENDITURE	5	DETAIL
24020103	Expenditures	DEPRECIATION CHARGES -  INVESTMENT PROPERTY - SILOS	DEPRECIATION CHARGES -  INVESTMENT - SILOS	DEPRECIATION CHARGES -  INVESTMENT - SILOS	EXPENDITURE	5	DETAIL
24020104	Expenditures	DEPRECIATION CHARGES -  INVESTMENT PROPERTY - STORAGE FACILITIES	DEPRECIATION CHARGES -  INVESTMENT - STORAGE FACILITIES	DEPRECIATION CHARGES -  INVESTMENT - STORAGE FACILITIES	EXPENDITURE	5	DETAIL
25	Expenditures	AMMORTIZATION CHARGES - INTANGIBLE ASSETS	AMMORTIZATION CHARGES - INTANGIBLE ASSETS	AMMORTIZATION CHARGES - INTANGIBLE ASSETS	EXPENDITURE	2	GENERAL
2501	Expenditures	AMMORTIZATION CHARGES - INTANGIBLE ASSETS	AMMORTIZATION CHARGES - INTANGIBLE ASSETS	AMMORTIZATION CHARGES - INTANGIBLE ASSETS	EXPENDITURE	3	GENERAL
250101	Expenditures	AMMORTIZATION CHARGES - INTANGIBLE ASSETS	AMMORTIZATION CHARGES - INTANGIBLE ASSETS	AMMORTIZATION CHARGES - INTANGIBLE ASSETS	EXPENDITURE	4	GENERAL
25010101	Expenditures	AMMORTIZATION CHARGES - GOODWILL	AMMORTIZATION CHARGES - GOODWILL	AMMORTIZATION CHARGES - GOODWILL	EXPENDITURE	5	DETAIL
25010102	Expenditures	AMMORTIZATION CHARGES - PATENT RIGHT	AMMORTIZATION CHARGES - PATENT RIGHT	AMMORTIZATION CHARGES - PATENT RIGHT	EXPENDITURE	5	DETAIL
25010103	Expenditures	AMMORTIZATION CHARGES - COPYRIGHT	AMMORTIZATION CHARGES - COPYRIGHT	AMMORTIZATION CHARGES - COPYRIGHT	EXPENDITURE	5	DETAIL
25010104	Expenditures	AMMORTIZATION CHARGES - TRADE MARK	AMMORTIZATION CHARGES - TRADE MARK	AMMORTIZATION CHARGES - TRADE MARK	EXPENDITURE	5	DETAIL
25010105	Expenditures	AMMORTIZATION CHARGES - FRANCHISE	AMMORTIZATION CHARGES - FRANCHISE	AMMORTIZATION CHARGES - FRANCHISE	EXPENDITURE	5	DETAIL
25010106	Expenditures	AMORTIZATION CHARGES - R&D	AMORTIZATION CHARGES - R&D	AMORTIZATION CHARGES - R&D			
25010107	Expenditures	AMORTIZATION CHARGES - BROADCAST RIGHTS	AMORTIZATION CHARGES - BROADCAST RIGHTS	AMORTIZATION CHARGES - BROADCAST RIGHTS			
26	Expenditures	IMPAIRMENT CHARGES	IMPAIRMENT CHARGES	IMPAIRMENT CHARGES	EXPENDITURE	2	GENERAL
2601	Expenditures	IMPAIRMENT CHARGES- PPE	IMPAIRMENT CHARGES- PPE	IMPAIRMENT CHARGES- PPE	EXPENDITURE	3	GENERAL
260101	Expenditures	IMPAIRMENT CHARGES - LAND & BUILDINGS -GENERAL	IMPAIRMENT CHARGES - LAND & BUILDINGS -GENERAL	IMPAIRMENT CHARGES - LAND & BUILDINGS -GENERAL	EXPENDITURE	4	GENERAL
26010101	Expenditures	IMPAIRMENT CHARGES - LAND & BUILDINGS - OFFICE	IMPAIRMENT CHARGES - LAND & BUILDINGS - OFFICE	IMPAIRMENT CHARGES - LAND & BUILDINGS - OFFICE	EXPENDITURE	5	DETAIL
26010102	Expenditures	IMPAIRMENT CHARGES - LAND & BUILDINGS - RESIDENTIAL	IMPAIRMENT CHARGES - LAND & BUILDINGS - RESIDENTIAL	IMPAIRMENT CHARGES - LAND & BUILDINGS - RESIDENTIAL	EXPENDITURE	5	DETAIL
26010103	Expenditures	IMPAIRMENT CHRAGES - SILOS	IMPAIRMENT CHRAGES - SILOS	IMPAIRMENT CHRAGES - SILOS	EXPENDITURE	5	DETAIL
26010104	Expenditures	IMPAIRMENT CHARGES - OTHER STORAGE FACILITIES	IMPAIRMENT CHARGES - OTHER STORAGE FACILITIES	IMPAIRMENT CHARGES - OTHER STORAGE FACILITIES	EXPENDITURE	5	DETAIL
260102	Expenditures	IMPAIRMENT CHARGES - INFRASTRUCTURE - GENERAL	IMPAIRMENT CHARGES - INFRASTRUCTURE - GENERAL	IMPAIRMENT CHARGES - INFRASTRUCTURE - GENERAL	EXPENDITURE	4	GENERAL
26010201	Expenditures	IMPAIRMENT CHARGES - RAILS	IMPAIRMENT CHARGES - RAILS	IMPAIRMENT CHARGES - RAILS	EXPENDITURE	5	DETAIL
26010202	Expenditures	IMPAIRMENT CHARGES - ROADS & BRIDGES	IMPAIRMENT CHARGES - ROADS & BRIDGES	IMPAIRMENT CHARGES - ROADS & BRIDGES	EXPENDITURE	5	DETAIL
26010203	Expenditures	IMPAIRMENT CHARGES - AIRPORTS	IMPAIRMENT CHARGES - AIRPORTS	IMPAIRMENT CHARGES - AIRPORTS	EXPENDITURE	5	DETAIL
26010204	Expenditures	IMPAIRMENT CHARGES - HARBOURS/ SEA PORTS	IMPAIRMENT CHARGES - HARBOURS/ SEA PORTS	IMPAIRMENT CHARGES - HARBOURS/ SEA PORTS	EXPENDITURE	5	DETAIL
26010205	Expenditures	IMPAIRMENT CHARGES - ZOOS, PARKS & RESERVES	IMPAIRMENT CHARGES - ZOOS, PARKS & RESERVES	IMPAIRMENT CHARGES - ZOOS, PARKS & RESERVES	EXPENDITURE	5	DETAIL
26010206	Expenditures	IMPAIRMENT CHARGES - SECURITY INSTALLATIONS/ EQUIPMENT	IMPAIRMENT CHARGES - SECURITY INSTALLATIONS/ EQUIPMENT	IMPAIRMENT CHARGES - SECURITY INSTALLATIONS/ EQUIPMENT	EXPENDITURE	5	DETAIL
26010207	Expenditures	IMPAIRMENT CHARGES - ELECTRICITY TRANSMISSION NETWORK	IMPAIRMENT CHARGES - ELECTRICITY TRANSMISSION NETWORK	IMPAIRMENT CHARGES - ELECTRICITY TRANSMISSION NETWORK	EXPENDITURE	5	DETAIL
26010208	Expenditures	IMPAIRMENT CHARGES - WATER DISTRIBUTION NETWORK	IMPAIRMENT CHARGES - WATER DISTRIBUTION NETWORK	IMPAIRMENT CHARGES - WATER DISTRIBUTION NETWORK	EXPENDITURE	5	DETAIL
26010209	Expenditures	IMPAIRMENT CHARGES - SEWAGE/ DRAINAGE NETWORK	IMPAIRMENT CHARGES - SEWAGE/ DRAINAGE NETWORK	IMPAIRMENT CHARGES - SEWAGE/ DRAINAGE NETWORK	EXPENDITURE	5	DETAIL
26010210	Expenditures	IMPAIRMENT CHARGES - DAMS	IMPAIRMENT CHARGES - DAMS	IMPAIRMENT CHARGES - DAMS	EXPENDITURE	5	DETAIL
26010211	Expenditures	IMPAIRMENT CHARGES - SPECIALISED RESEARCH EQUIPMENT (E.G. SATELLITE)	IMPAIRMENT CHARGES - SPECIALISED RESEARCH EQUIPMENT (E.G. SATELLITE)	IMPAIRMENT CHARGES - SPECIALISED RESEARCH EQUIPMENT (E.G. SATELLITE)	EXPENDITURE	5	DETAIL
26010212	Expenditures	IMPAIRMENT CHARGES -BOREHOLES & OTHER WATER FACILITIES	IMPAIRMENT CHARGES -BOREHOLES & OTHER WATER FACILITIES	IMPAIRMENT CHARGES -BOREHOLES & OTHER WATER FACILITIES			
26010213	Expenditures	IMPAIRMENT CHARGES -WASTE DISPOSAL EQUIPMENTS	IMPAIRMENT CHARGES -WASTE DISPOSAL EQUIPMENTS	IMPAIRMENT CHARGES -WASTE DISPOSAL EQUIPMENTS			
260103	Expenditures	IMPAIRMENT CHARGES -  PLANT & MACHINERY - GENERAL	IMPAIRMENT CHARGES -  PLANT & MACHINERY - GENERAL	IMPAIRMENT CHARGES -  PLANT & MACHINERY - GENERAL	EXPENDITURE	4	GENERAL
26010301	Expenditures	IMPAIRMENT CHARGES - EARTH MOVING EQUIPMENT - BULL DOZERS ETC.	IMPAIRMENT CHARGES - EARTH MOVING EQUIPMENT - BULL DOZERS ETC.	IMPAIRMENT CHARGES - EARTH MOVING EQUIPMENT - BULL DOZERS ETC.	EXPENDITURE	5	DETAIL
26010302	Expenditures	IMPAIRMENT CHARGES - INDUSTRIAL EQUIPMENT	IMPAIRMENT CHARGES - INDUSTRIAL EQUIPMENT	IMPAIRMENT CHARGES - INDUSTRIAL EQUIPMENT	EXPENDITURE	5	DETAIL
26010303	Expenditures	IMPAIRMENT CHARGES - NAVIGATIONAL EQUIPMENT	IMPAIRMENT CHARGES - NAVIGATIONAL EQUIPMENT	IMPAIRMENT CHARGES - NAVIGATIONAL EQUIPMENT	EXPENDITURE	5	DETAIL
26010304	Expenditures	IMPAIRMENT CHARGES - POWER PLANTS	IMPAIRMENT CHARGES - POWER PLANTS	IMPAIRMENT CHARGES - POWER PLANTS	EXPENDITURE	5	DETAIL
26010305	Expenditures	IMPAIRMENT CHARGES - POWER GENERATING SETS	IMPAIRMENT CHARGES - POWER GENERATING SETS	IMPAIRMENT CHARGES - POWER GENERATING SETS	EXPENDITURE	5	DETAIL
260104	Expenditures	IMPAIRMENT CHARGES -  TRANSPORTATION EQUIPMENT - GENERAL	IMPAIRMENT CHARGES -  TRANSPORTATION EQUIPMENT - GENERAL	IMPAIRMENT CHARGES -  TRANSPORTATION EQUIPMENT - GENERAL	EXPENDITURE	4	GENERAL
26010401	Expenditures	IMPAIRMENT CHARGES - SHIPS	IMPAIRMENT CHARGES - SHIPS	IMPAIRMENT CHARGES - SHIPS	EXPENDITURE	5	DETAIL
26010402	Expenditures	IMPAIRMENT CHARGES - AIR CRAFTS	IMPAIRMENT CHARGES - AIR CRAFTS	IMPAIRMENT CHARGES - AIR CRAFTS	EXPENDITURE	5	DETAIL
26010403	Expenditures	IMPAIRMENT CHARGES - TRAINS	IMPAIRMENT CHARGES - TRAINS	IMPAIRMENT CHARGES - TRAINS	EXPENDITURE	5	DETAIL
26010404	Expenditures	IMPAIRMENT CHARGES - SEA BOATS	IMPAIRMENT CHARGES - SEA BOATS	IMPAIRMENT CHARGES - SEA BOATS	EXPENDITURE	5	DETAIL
26010405	Expenditures	IMPAIRMENT CHARGES - MOTOR VEHICLES	IMPAIRMENT CHARGES - MOTOR VEHICLES	IMPAIRMENT CHARGES - MOTOR VEHICLES	EXPENDITURE	5	DETAIL
26010406	Expenditures	IMPAIRMENT CHARGES - TRICYCLE	IMPAIRMENT CHARGES - TRICYCLE	IMPAIRMENT CHARGES - TRICYCLE	EXPENDITURE	5	DETAIL
26010407	Expenditures	IMPAIRMENT CHARGES - MOTOR CYCLES	IMPAIRMENT CHARGES - MOTOR CYCLES	IMPAIRMENT CHARGES - MOTOR CYCLES	EXPENDITURE	5	DETAIL
26010408	Expenditures	IMPAIRMENT CHARGES - BICYCLE	IMPAIRMENT CHARGES - BICYCLE	IMPAIRMENT CHARGES - BICYCLE	EXPENDITURE	5	DETAIL
260105	Expenditures	IMPAIRMENT CHARGES -  OFFICE EQUIPMENT - GENERAL	IMPAIRMENT CHARGES -  OFFICE EQUIPMENT - GENERAL	IMPAIRMENT CHARGES -  OFFICE EQUIPMENT - GENERAL	EXPENDITURE	4	GENERAL
26010501	Expenditures	IMPAIRMENT CHARGES - COMPUTERS	IMPAIRMENT CHARGES - COMPUTERS	IMPAIRMENT CHARGES - COMPUTERS	EXPENDITURE	5	DETAIL
26010502	Expenditures	IMPAIRMENT CHARGES - PRINTERS	IMPAIRMENT CHARGES - PRINTERS	IMPAIRMENT CHARGES - PRINTERS	EXPENDITURE	5	DETAIL
26010503	Expenditures	IMPAIRMENT CHARGES - SCANNERS	IMPAIRMENT CHARGES - SCANNERS	IMPAIRMENT CHARGES - SCANNERS	EXPENDITURE	5	DETAIL
26010504	Expenditures	IMPAIRMENT CHARGES - FAX MACHINE	IMPAIRMENT CHARGES - FAX MACHINE	IMPAIRMENT CHARGES - FAX MACHINE	EXPENDITURE	5	DETAIL
26010505	Expenditures	IMPAIRMENT CHARGES - PHOTOCOPIERS	IMPAIRMENT CHARGES - PHOTOCOPIERS	IMPAIRMENT CHARGES - PHOTOCOPIERS	EXPENDITURE	5	DETAIL
26010506	Expenditures	IMPAIRMENT CHARGES - TYPE-WRITERS	IMPAIRMENT CHARGES - TYPE-WRITERS	IMPAIRMENT CHARGES - TYPE-WRITERS	EXPENDITURE	5	DETAIL
26010507	Expenditures	IMPAIRMENT CHARGES - SHREDDING MACHINES	IMPAIRMENT CHARGES - SHREDDING MACHINES	IMPAIRMENT CHARGES - SHREDDING MACHINES	EXPENDITURE	5	DETAIL
26010508	Expenditures	IMPAIRMENT CHARGES - PROJECTORS	IMPAIRMENT CHARGES - PROJECTORS	IMPAIRMENT CHARGES - PROJECTORS	EXPENDITURE	5	DETAIL
26010509	Expenditures	IMPAIRMENT CHARGES - BINDING EQUIPMENT	IMPAIRMENT CHARGES - BINDING EQUIPMENT	IMPAIRMENT CHARGES - BINDING EQUIPMENT	EXPENDITURE	5	DETAIL
260106	Expenditures	IMPAIRMENT CHARGES -  FURNITURE & FITTINGS - GENERAL	IMPAIRMENT CHARGES -  FURNITURE & FITTINGS - GENERAL	IMPAIRMENT CHARGES -  FURNITURE & FITTINGS - GENERAL	EXPENDITURE	4	GENERAL
26010601	Expenditures	IMPAIRMENT CHARGES - CHAIRS	IMPAIRMENT CHARGES - CHAIRS	IMPAIRMENT CHARGES - CHAIRS	EXPENDITURE	5	DETAIL
26010602	Expenditures	IMPAIRMENT CHARGES - TABLES	IMPAIRMENT CHARGES - TABLES	IMPAIRMENT CHARGES - TABLES	EXPENDITURE	5	DETAIL
26010603	Expenditures	IMPAIRMENT CHARGES - FILE CABINETS/ CUPBOARDS	IMPAIRMENT CHARGES - FILE CABINETS/ CUPBOARDS	IMPAIRMENT CHARGES - FILE CABINETS/ CUPBOARDS	EXPENDITURE	5	DETAIL
26010604	Expenditures	IMPAIRMENT CHARGES - TELEVISION SETS	IMPAIRMENT CHARGES - TELEVISION SETS	IMPAIRMENT CHARGES - TELEVISION SETS			
26010605	Expenditures	IMPAIRMENT CHARGES - RADIO SETS	IMPAIRMENT CHARGES - RADIO SETS	IMPAIRMENT CHARGES - RADIO SETS			
26010606	Expenditures	IMPAIRMENT CHARGES - AIR -CONDITIONER	IMPAIRMENT CHARGES - AIR -CONDITIONER	IMPAIRMENT CHARGES - AIR -CONDITIONER			
26010607	Expenditures	IMPAIRMENT CHARGES - STOOLS	IMPAIRMENT CHARGES - STOOLS	IMPAIRMENT CHARGES - STOOLS	EXPENDITURE	5	DETAIL
26010608	Expenditures	IMPAIRMENT CHARGES - SHELVES	IMPAIRMENT CHARGES - SHELVES	IMPAIRMENT CHARGES - SHELVES	EXPENDITURE	5	DETAIL
26010609	Expenditures	IMPAIRMENT CHARGES - CEILING FANS	IMPAIRMENT CHARGES - CEILING FANS	IMPAIRMENT CHARGES - CEILING FANS	EXPENDITURE	5	DETAIL
26010610	Expenditures	IMPAIRMENT CHARGES - REFRIGERATORS	IMPAIRMENT CHARGES - REFRIGERATORS	IMPAIRMENT CHARGES - REFRIGERATORS			
260107	Expenditures	IMPAIRMENT CHARGES - SERVICE CONCESSION ASSETS	IMPAIRMENT CHARGES - SERVICE CONCESSION ASSETS	IMPAIRMENT CHARGES - SERVICE CONCESSION ASSETS			
26010701	Expenditures	IMPAIRMENT CHARGES - SERVICE CONCESSION ASSETS (PPE)	DEPRECIATION CHARGES - SERVICE CONCESSION ASSETS (PPE)	DEPRECIATION CHARGES - SERVICE CONCESSION ASSETS (PPE)			
260108	Expenditures	IMPAIRMENT CHARGES - LEASED ASSETS-FINANCE LEASE	DEPRECIATION CHARGES - LEASED ASSETS-FINANCE LEASE	DEPRECIATION CHARGES - LEASED ASSETS-FINANCE LEASE			
26010801	Expenditures	IMPAIRMENT CHARGES-LEASED ASSETS	LEASED ASSETS	LEASED ASSETS			
260109	Expenditures	IMPAIRMENT CHARGES - SPECIALISED ASSETS	DEPRECIATION CHARGES - SPECIALISED ASSETS	DEPRECIATION CHARGES - SPECIALISED ASSETS			
26010901	Expenditures	IMPAIRMENT CHARGES - MILITARY EQUIPMENTS	DEPRECIATION CHARGES - MILITARY EQUIPMENTS	DEPRECIATION CHARGES - MILITARY EQUIPMENTS			
26010902	Expenditures	IMPAIRMENT CHARGES - POLICE/PARA-MILITARY EQUIPMENTS	DEPRECIATION CHARGES - POLICE/PARA-MILITARY EQUIPMENTS	DEPRECIATION CHARGES - POLICE/PARA-MILITARY EQUIPMENTS			
26010903	Expenditures	IMPAIRMENT CHARGES - BIOLOGICAL ASSETS				
26010904	Expenditures	IMPAIRMENT CHARGES - LABORATORY/MEDICAL EQUIPMENTS	DEPRECIATION CHARGES - LABORATORY/MEDICAL EQUIPMENTS	DEPRECIATION CHARGES - LABORATORY/MEDICAL EQUIPMENTS			
260110	Expenditures	IMPAIRMENT CHARGES - ASSETS UNDER CONSTRUCTION	DEPRECIATION CHARGES - INVESTMENT PROPERTY	DEPRECIATION CHARGES - INVESTMENT PROPERTY			
26011001	Expenditures	IMPAIRMENT CHARGES - ASSETS UNDER CONSTRUCTION	DEPRECIATION CHARGES - SERVICE CONCESSION ASSETS (PPE)	DEPRECIATION CHARGES - SERVICE CONCESSION ASSETS (PPE)			
2602	Expenditures	IMPAIRMENT CHARGES - INVESTMENT PROPERTY	IMPAIRMENT CHARGES - INVESTMENT PROPERTY	IMPAIRMENT CHARGES - INVESTMENT PROPERTY	EXPENDITURE	3	GENERAL
260201	Expenditures	IMPAIRMENT CHARGES -  INVESTMENT   PROPERTY - LAND & BUILDING - GENERAL	IMPAIRMENT CHARGES -  INVESTMENT - LAND & BUILDING - GENERAL	IMPAIRMENT CHARGES -  INVESTMENT - LAND & BUILDING - GENERAL	EXPENDITURE	4	GENERAL
26020101	Expenditures	IMPAIRMENT CHARGES -  INVESTMENT PROPERTY - LAND & BUILDINGS - OFFICE	IMPAIRMENT CHARGES -  INVESTMENT - LAND & BUILDINGS - OFFICE	IMPAIRMENT CHARGES -  INVESTMENT - LAND & BUILDINGS - OFFICE	EXPENDITURE	5	DETAIL
26020102	Expenditures	IMPAIRMENT CHARGES -  INVESTMENT PROPERTY  - LAND & BUILDINGS - RESIDENTIAL	IMPAIRMENT CHARGES -  INVESTMENT - LAND & BUILDINGS - RESIDENTIAL	IMPAIRMENT CHARGES -  INVESTMENT - LAND & BUILDINGS - RESIDENTIAL	EXPENDITURE	5	DETAIL
26020103	Expenditures	IMPAIRMENT CHARGES -  INVESTMENT PROPERTY - SILOS	IMPAIRMENT CHARGES -  INVESTMENT - SILOS	IMPAIRMENT CHARGES -  INVESTMENT - SILOS	EXPENDITURE	5	DETAIL
26020104	Expenditures	IMPAIRMENT CHARGES -  INVESTMENT PROPERTY - OTHER STORAGE FACILITIES	IMPAIRMENT CHARGES -  INVESTMENT PROPERTY - OTHER STORAGE FACILITIES	IMPAIRMENT CHARGES -  INVESTMENT PROPERTY - OTHER STORAGE FACILITIES	EXPENDITURE	5	DETAIL
2603	Expenditures	IMPAIRMENT CHARGES - INTANGIBLE ASSETS	IMPAIRMENT CHARGES - INTANGIBLE ASSETS	IMPAIRMENT CHARGES - INTANGIBLE ASSETS	EXPENDITURE	3	GENERAL
260301	Expenditures	IMPAIRMENT CHARGES - INTANGIBLE ASSETS	IMPAIRMENT CHARGES - INTANGIBLE ASSETS	IMPAIRMENT CHARGES - INTANGIBLE ASSETS	EXPENDITURE	4	GENERAL
26030101	Expenditures	IMPAIRMENT CHARGES - GOODWILL (ACQUIRED)	IMPAIRMENT CHARGES - GOODWILL (ACQUIRED)	IMPAIRMENT CHARGES - GOODWILL (ACQUIRED)	EXPENDITURE	5	DETAIL
26030102	Expenditures	IMPAIRMENT CHARGES - PATENT RIGHT	IMPAIRMENT CHARGES - PATENT RIGHT	IMPAIRMENT CHARGES - PATENT RIGHT	EXPENDITURE	5	DETAIL
26030103	Expenditures	IMPAIRMENT CHARGES - COPYRIGHT	IMPAIRMENT CHARGES - COPYRIGHT	IMPAIRMENT CHARGES - COPYRIGHT	EXPENDITURE	5	DETAIL
26030104	Expenditures	IMPAIRMENT CHARGES - TRADE MARK	IMPAIRMENT CHARGES - TRADE MARK	IMPAIRMENT CHARGES - TRADE MARK	EXPENDITURE	5	DETAIL
26030105	Expenditures	IMPAIRMENT CHARGES - FRANCHISE	IMPAIRMENT CHARGES - FRANCHISE	IMPAIRMENT CHARGES - FRANCHISE	EXPENDITURE	5	DETAIL
26030106	Expenditures	IMPAIRMENT CHARGES - R&D	IMPAIRMENT CHARGES - R&D	IMPAIRMENT CHARGES - R&D			
26030107	Expenditures	IMPAIRMENTCHARGES - BROADCAST RIGHTS	IMPAIRMENTCHARGES - BROADCAST RIGHTS	IMPAIRMENTCHARGES - BROADCAST RIGHTS			
